ID,Text,Comment
Building.Floodgate.FlavorDescription,No-one thought you could improve on a dam until Ol' Kazko created The First Floodgate.,
Building.Forester.Description,Plants trees and bushes.,
Building.Forester.DisplayName,Forester,A building with a worker that plants trees and bushes
Building.Forester.FlavorDescription,"Bold and beautiful, foresters are the core of beaver society.","Forresters are a family of central characters in ""Bold and Beautiful"", an extremely long-running American soap opera. Feel free to adapt this flavor, do not translate that literally."
Building.GathererFlag.Description,Employs gatherers who gather berries.,
Building.GathererFlag.FlavorDescription,"By putting berries in a basket, beavers accidentally came up with a tasty dessert.",
Building.GathererFlag.DisplayName,Gatherer Flag,Flag' could also be a Post or something similar as long as it is consistent with other Flags and different from Haulers Post
Building.GearWorkshop.Description,Manufactures gears from planks.,Gears and Planks are resources; keep consistent.
Building.GearWorkshop.DisplayName,Gear Workshop,Gear is a resource
Building.GearWorkshop.FlavorDescription,"""Wooden gear's solid!"" was a catchphrase coined by Ol' Kazko as he pushed for rapid industrialization.","Metal Gear Solid is a famous Japanese video game series. Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.Grill.Description,"Grills vegetables.",
Building.Grill.DisplayName,Grill,A place that grills
Building.Grill.FlavorDescription,"""Mash 'em, boil 'em, grill 'em on a non-stick pan!"" —""500 Ways to Eat a Potato"" by Ma' Ngonel","Adapted quote from Lord of the Rings paired with a nod to an infamous Soviet-era cookbook ""500 potato dishes"". Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.Gristmill.Description,"Grinds plant matter into flour.","Plant matter meaning different parts of plants, such as roots or flowers."
Building.Gristmill.DisplayName,Gristmill,
Building.Gristmill.FlavorDescription,With more complicated diet came the idea of multi-stage food processing.,
Building.HaulingPost.Description,"Haulers assist workers within a district in carrying goods, greatly increasing their productivity.",
Building.HaulingPost.DisplayName,Hauling Post,Keep different from Flag buildings since the building is of a different category than flags.
Building.HaulingPost.FlavorDescription,"The most muscular of all beavers, you don't want to step on a hauler's tail.",
Building.IndustrialLogPile.Description,An efficient way to store logs.,
Building.IndustrialLogPile.DisplayName,Industrial Log Pile,A place to store logs in an efficient manner
Building.IndustrialLogPile.FlavorDescription,What's better than a pile? A pile of piles.,"The building is an improved, stackable variant of Building.LogPile"
Building.Inventor.DisplayName,Inventor,
Building.Inventor.FlavorDescription,"Inspired by the legacy of Ol' Kazko, beaver inventors are always eager to improve their timber-tech.","Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.IrrigationTower.Description,Irrigates land around it.,
Building.IrrigationTower.DisplayName,Irrigation Tower,
Building.IrrigationTower.FlavorDescription,"With less than a third of Earth covered in water, irrigation became a must.",The game is set on Earth turned into a dry wasteland.
Building.LaborerMonument.DisplayName,Laborer Monument,Name of a monument
Building.LaborerMonument.FlavorDescription,"Even after manual labor gave way to industrialization, beavers' work ethos hasn't changed.",
Building.LargeBarrack.DisplayName,Large Barrack,Barracks are cramped homes for beavers. Not related to soldiers. A bigger variant of Building.Barrack.
Building.LargeBarrack.FlavorDescription,"What's ""privacy""?","Barracks are very cramped so there isn't much private space."
Building.LargeMetalPlatform.DisplayName,Large Metal Platform,
Building.LargeMetalPlatform.FlavorDescription,"For the enthusiasts of truly heavy metal.","Heavy metal is a reference to the music genre. This building is massive and made of metal."
Building.LargeRowhouse.DisplayName,Large Rowhouse,"A rowhouse is a narrow and tall house that is connected to other homes on both sides, often built in a row. Building.Rowhouse"
Building.LargeRowhouse.FlavorDescription,"The Iron Teeth have developed a high building complex.","Referencing 'complex' meaning a group of buildings as well as a psychological behaviour."
Building.LargeWarehouse.Description,Stores a large amount of goods.,
Building.LargeWarehouse.DisplayName,Large Warehouse,
Building.LargeWarehouse.FlavorDescription,"With so much goods packed inside, there's no room to swing a tail.","""No room to swing a cat"" is an English idiom, feel free to adapt."
Building.LargeWaterTank.Description,Stores water.,
Building.LargeWaterTank.DisplayName,Large Water Tank,
Building.LargeWaterTank.FlavorDescription,"Despite the efforts of kits that try to use it as a swimming pool, this tank was designed to serve industrial purposes.",
Building.LargeWaterWheel.DisplayName,Large Water Wheel,"A water wheel that's bigger than other versions."
Building.LargeWaterWheel.Description,"A bigger, more efficient water wheel. Supported from the side.",
Building.LargeWindmill.Description,Bigger blades allow for bigger energy generation.,
Building.LargeWindmill.DisplayName,Large Windmill,Advanced windmill that can rotate
Building.LargeWindmill.FlavorDescription,No better wind than tailwind.,"Tailwind being a wind blowing from behind, a pun since beavers have tails."
Building.Levee.Description,Blocks water completely.,
Building.Levee.DisplayName,Levee,Different to a Dam
Building.Levee.FlavorDescription,"Balanced, reinforced, and shaped to perfection by generations of beaver water engineers, this is not ""just a block of wood"".",
Building.Lido.Description,"A perfect place to relax by a river.",
Building.Lido.DisplayName,Lido,"Lido as in a swimming pool. Built on a river bank and used to relax. Includes a swimming area and a small land area with a few lawn chairs."
Building.Lido.FlavorDescription,"""That's a really good time but we should work on your tailstroke!"" —Pina","Backstroke is a swimming style, but beavers also have tails. Pina is a younger beaver figure that's exploring the world and isn't related to any faction in particular. Pina as a name relates to the pine tree, the translated name shouldn't suggest a gender if possible."
Building.Lodge.Description,A place to spend the night.,
Building.Lodge.DisplayName,Lodge,Type of housing; named after the beaver lodges
Building.Lodge.FlavorDescription,"""In the olden days a lodge was just that, a lodge. And now? I don't know about that."" —Ma' Ngonel",
Building.LodgeMirrored.DisplayName,Lodge (Mirrored),A symmetrical version of a Lodge with door on the other side
Building.LodgeMirrored.FlavorDescription,"lenogN 'aM— "".taht tuoba wonk t'nod I ?won dnA .egdol a ,taht tsuj saw egdol a syad nedlo eht nI""","Please use the the same flavor description as Building.Lodge.FlavorDescription but in reverse. If that is a problem in your language, use the same text as Building.Lodge.FlavorDescription."
Building.LogFence.Description,A decorative fence made out of logs.,
Building.LogFence.DisplayName,Log Fence,
Building.LogPile.Description,Stores logs.,Log is a resource
Building.LogPile.DisplayName,Log Pile,
Building.LogPile.FlavorDescription,"Sadly, nobody is keeping a log of how much wood comes in and out.","""Log"" pun — feel free to adapt."
Building.LumberjackFlag.Description,Employs a lumberjack that cuts trees.,
Building.LumberjackFlag.DisplayName,Lumberjack Flag,Flag' could also be a Post or something similar as long as it is consistent with other Flags and different from Haulers Post
Building.LumberjackFlag.FlavorDescription,"""They are lumberjacks and that's the way, they sleep all night and they work all day!"" —Popular beaver song","Adapted from Monthy Python's ""Lumberjack Song"""
Building.LumberMill.Description,Makes planks from logs.,Planks and Logs are resources so this needs to be consistent with their name
Building.LumberMill.DisplayName,Lumber Mill,
Building.LumberMill.FlavorDescription,"Encouraged by Ol’ Kazko, mechanized wood processing caused much gnashing of teeth among older beavers.","Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.MechanicalWaterPump.Description,"Pumps water up on one side and discharges it on the other. More efficient than a regular pump.",
Building.MechanicalWaterPump.DisplayName,Mechanical Water Pump,"A mechanically powered water pump."
Building.MetalFence.Description,A decorative fence made out metal.,
Building.MetalFence.DisplayName,Metal Fence,
Building.MetalPlatform.Description,A gigantic platform held up by a sturdy column.,
Building.MetalPlatform.DisplayName,Metal Platform,
Building.Mine.Description,"Employs miners who extract scrap metal from underground ruins.",
Building.Mine.DisplayName,Mine,"An extracting facility which can be placed on underground ruins."
Building.Mine.FlavorDescription,"No such thing as delving too greedily and too deep.","The mine provides an endless supply of scrap metal. Reference to 'they delved too greedily and too deep, and disturbed that from which they fled, Durin's Bane' from LOTR"
Building.MiniLodge.Description,A small lodge that fits a single beaver.,
Building.MiniLodge.DisplayName,Mini Lodge,A small lodge for only one beaver
Building.MiniLodge.FlavorDescription,"One is okay, too.","Referencing 'Two Beavers Are Better Than One' meme-song from 'How I Met Your Mother' TV show."
Building.MechanicalWaterPump.FlavorDescription,"Better running water than running with buckets.","Running water meaning water that is moving."
Building.MudBath.Description,"A mud bath mechanically infused with bubbles.",
Building.MudBath.DisplayName,Mud Bath,"A mud bath infused with bubbles, basically a jacuzzi but that word is too human."
Building.MudBath.FlavorDescription,"Where are the bubbles coming from?","Fart joke but it's easy to see it as bubbles all appear in the middle of the bath where the visitors' tails are directed."
Building.Observatory.Description,"By exploring the stars, beavers gain more knowledge about the world they live in.","A building where beavers look into the space using telescopes"
Building.Observatory.DisplayName,Observatory,"A building where beavers look into the space using telescopes"
Building.Observatory.FlavorDescription,"The logical next step after stargazing at the campfire.",
Building.PaperMill.Description,Efficient mechanized paper factory.,Paper is a resource.
Building.PaperMill.DisplayName,Paper Mill,
Building.PaperMill.FlavorDescription,"What originated as a dried snack for scavengers, quickly found multiple other uses.",
Building.Path.Description,Buildings must be connected by paths.,
Building.Path.DisplayName,Path,
Building.Path.FlavorDescription,"""Country roads, take me home, to the lodge I belong."" —Popular beaver song","Adapted from ""Take Me Home, Country Roads"" by John Denver"
Building.PlankFence.Description,A decorative fence made out of planks.,
Building.PlankFence.DisplayName,Plank Fence,
Building.Platform.Description,A raised platform which can act as a bridge or a foundation for other buildings.,
Building.Platform.DisplayName,Platform,
Building.Platform.FlavorDescription,Impressive load carrying capacity of beaver platforms makes them masterpieces of engineering.,
Building.PowerShaft.Description,Transfers power.,"Power being mechanical/kinetic, not electricity. Alternative name: axle."
Building.PowerShaft.FlavorDescription,One of the grand inventions of Ol' Kazko.,"Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.PowerShaftHigh.DisplayName,High Power Shaft,For ease of translation could also be called an axle
Building.PowerShaftIntersection.DisplayName,Power Shaft Intersection,For ease of translation could also be called an axle
Building.PowerShaftStraight.DisplayName,Straight Power Shaft,For ease of translation could also be called an axle
Building.PowerShaftTIntersection.DisplayName,Power Shaft T Intersection,For ease of translation could also be called an axle. A three-way junction of power shafts.
Building.PowerShaftTurn.DisplayName,Power Shaft Turn,For ease of translation could also be called an axle
Building.PowerWheel.Description,A beaver-operated backup source of power.,
Building.PowerWheel.DisplayName,Power Wheel,Meaning a wheel that produces power
Building.PowerWheel.FlavorDescription,Beavers quickly realized they could borrow some techniques from less advanced rodents.,This building looks like a hamster wheel.
Building.PrintingPress.Description,Prints books using paper.,Book and Paper are resources.
Building.PrintingPress.DisplayName,Printing Press,
Building.PrintingPress.FlavorDescription,"Usually, beavers consume each page right after reading, so good literature is always in demand.",
Building.Roof.FlavorDescription,A fancier roof is often enough to fuel a friendly neighbourhood rivalry.,
Building.Roof1x1.DisplayName,Roof 1x1,Numbers at the end denote size X by Y
Building.Roof1x2.DisplayName,Roof 1x2,Numbers at the end denote size X by Y
Building.Roof2x2.DisplayName,Roof 2x2,Numbers at the end denote size X by Y
Building.Roof2x3.DisplayName,Roof 2x3,Numbers at the end denote size X by Y
Building.Roof3x2.DisplayName,Roof 3x2,Numbers at the end denote size X by Y
Building.RooftopTerrace.Description,A place for beavers to relax and socialize in the evening.,
Building.RooftopTerrace.DisplayName,Rooftop Terrace,
Building.RooftopTerrace.FlavorDescription,"A great place to talk the night away, and what a view!",
Building.Rowhouse.Description,"Practical, shared housing with a small footprint.",
Building.Rowhouse.DisplayName,Rowhouse,"A rowhouse is a narrow and tall house that is connected to other homes on both sides, often built in a row."
Building.Rowhouse.FlavorDescription,Better rows than burrows.,
Building.Ruins.Description,Source of metal.,Metal is a resource
Building.Ruins.DisplayName,Ruins,
Building.Ruins.FlavorDescription,"Scattered throughout the land, decrepit human ruins provided beavers with the unimaginable – a resource superior to wood.",
Building.Scarecrow.Description,A field decoration meant to scare birds.,
Building.Scarecrow.DisplayName,Scarecrow,
Building.Scarecrow.FlavorDescription,Outstanding in their field.,
Building.ScavengerFlag.Description,Scavengers collect scrap metal from ruins.,Metal is a resource;ruins are a building
Building.ScavengerFlag.DisplayName,Scavenger Flag,
Building.ScavengerFlag.FlavorDescription,"Bringing metal to traditionally wooden settlements, scavengers earn respect from some and disdain from others.",
Building.Shredder.Description,Shreds scrap metal and compresses it into blocks.,
Building.Shredder.DisplayName,Shredder,
Building.Shredder.FlavorDescription,A human's trash is a beaver's treasure.,"Adapted from ""One man’s trash is another man’s treasure"""
Building.Shrine.Description,"A small shrine where beavers can contemplate nature.",
Building.Shrine.DisplayName,Shrine,
Building.Shrine.FlavorDescription,"Praise the sun, too, just not too much.","Dark Souls reference, beavers should be thankful for the sun as it allows their crops to grow etc., but in excess, it also leads to the droughts."
Building.Shrub.DisplayName,Shrub,Must be different than 'Bush' which is a plant in the game
Building.Shrub.FlavorDescription,"Advocates for all things practical, beavers like their decorations both pretty and tasty.",
Building.Slope.DisplayName,Slope,
Building.Slope.FlavorDescription,"Whoever put it here, beavers are grateful.",
Building.SmallWarehouse.Description,Stores goods.,
Building.SmallWarehouse.DisplayName,Small Warehouse,
Building.SmallWarehouse.FlavorDescription,"With all the hazards of post-apocalyptic world, proper storage of goods is crucial.",
Building.SmallWaterTank.Description,Stores a small amount of water.,
Building.SmallWaterTank.DisplayName,Small Water Tank,
Building.SmallWaterTank.FlavorDescription,Learning how to save every drop of water helped beavers adapt to the harsh environment.,
Building.Smelter.DisplayName,Smelter,"A facility that uses very high temperature to produce metal blocks from iron ore."
Building.Smelter.FlavorDescription,"The new beaver world is forged in sweat and smell of burnt fur.",
Building.StartingLocation.DisplayName,Starting Location,
Building.StreamGauge.Description,Measures the depth and flow of water.,
Building.StreamGauge.DisplayName,Stream Gauge,
Building.StreamGauge.FlavorDescription,"There is a tide in the affairs of beavers. Which, taken at the flood, leads on to fortune.","Adapted quote from Shakespeare's 'Julius Cesar'"
Building.StreamGauge.HighestWaterLevel,Highest water level: {0},
Building.StreamGauge.Reset,Reset,
Building.StreamGauge.WaterCurrent,"Water current: {0} cms",
Building.StreamGauge.WaterLevel,Water level: {0},
Building.SuspensionBridge.Description,Allows beavers to pass over gaps.,
Building.SuspensionBridge.FlavorDescription,Sturdier than it seems.,
Building.SuspensionBridgeMetal.FlavorDescription,As sturdy as it seems.,
Building.SuspensionBridge1x1.DisplayName,Suspension Bridge 1x1,Numbers at the end denote size X by Y
Building.SuspensionBridge2x1.DisplayName,Suspension Bridge 2x1,Numbers at the end denote size X by Y
Building.SuspensionBridge3x1.DisplayName,Suspension Bridge 3x1,Numbers at the end denote size X by Y
Building.SuspensionBridge4x1.DisplayName,Suspension Bridge 4x1,Numbers at the end denote size X by Y
Building.SuspensionBridge5x1.DisplayName,Suspension Bridge 5x1,Numbers at the end denote size X by Y
Building.SuspensionBridge6x1.DisplayName,Suspension Bridge 6x1,Numbers at the end denote size X by Y
Building.TappersShack.Description,"Employs tappers who gather sap and syrup from trees.",
Building.TappersShack.DisplayName,"Tapper's Shack","A shack where workers tap trees to gather sap and syrups, similar to sugar shacks in Canada."
Building.Temple.DisplayName,Temple,
Building.Temple.FlavorDescription,"Here, beavers thank the whimsical nature for its relative generosity.",We don't want to make references to real-life religion.
Building.TributeToIngenuity.DisplayName,Tribute to Ingenuity,Name of a monument
Building.TributeToIngenuity.FlavorDescription,Every faction follows a different path but beavers' inventiveness is universal.,
Building.TripleFloodgate.DisplayName,Triple Floodgate,
Building.TripleFloodgate.FlavorDescription,Any higher and water becomes too heavy to hold in.,
Building.TripleLodge.Description,Houses a lot of beavers.,Houses thrice the amounts of beavers as normal lodge
Building.TripleLodge.DisplayName,Triple Lodge,
Building.TripleLodge.FlavorDescription,"""Go forth and multiply"" is an adage Folktails take seriously.","Go Forth and multiply is a biblical quote."
Building.TriplePlatform.DisplayName,Triple Platform,Triple as triple the height of a normal platform
Building.TriplePlatform.FlavorDescription,Gnawing on poles is strictly prohibited!,
Building.UndergroundRuins.Description,"Buried ruins full of metal scraps that can be mined.",
Building.UndergroundRuins.DisplayName,Underground Ruins,"Buried ruins on top of which an extracting facility - a mine - can be placed."
Building.UndergroundRuins.FlavorDescription,"Whatever hoomans were doing down there, it sure required lots of metal.",
Building.UndergroundWarehouse.Description,Massive underground storage.,
Building.UndergroundWarehouse.DisplayName,Underground Warehouse,
