ID,Text,Comment
Building.BreedingPod.FlavorDescription,"""Kapsüller bizim geleceğimizdir. Önümüzdeki aya kadar on iki taneye daha ihtiyacımız var."" —Ol' Kazko","Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.BuildersHut.Description,Ek inşaatçılar çalıştırır. Yollar çizerek menzilini genişletin.,
Building.BuildersHut.DisplayName,İnşaatçı Kulübesi,
Building.BuildersHut.FlavorDescription,Kunduzluk bir günde inşa edilmedi. Efsaneler 6 saatte diye anlatır.,Beaverome is a mythical beaver city built by beavers of many different factions who banded together to work on timber-tech for the greater good of all beavers.
Building.Campfire.Description,Kunduzların akşamları dinlenmeleri ve sosyalleşmeleri için bir yer.,
Building.Campfire.DisplayName,Kamp Ateşi,
Building.Campfire.FlavorDescription,"Bazen, ateş ve odun iyi bir ikilidir.",
Building.Carousel.Description,Her yaştan kunduz için eğlenceli bir atlı karınca.,
Building.Carousel.DisplayName,Atlı Karınca,Alternative name: Merry-Go-Round
Building.Carousel.FlavorDescription,"""Nereye gittiğini sanıyorsun? Bu dallar kendiliğinden soyulamazlar."" —Ma' Ngonel","Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.CompactWaterWheel.DisplayName,Kompakt Su Çarkı,"A water wheel that's smaller than other versions."
Building.CompactWaterWheel.Description,"Su akışını enerjiye dönüştüren kompakt bir jeneratör.",
Building.CompactWaterWheel.FlavorDescription,"Evet, su çarkını yeniden icat edebilirsiniz.","A play on 'can't reinvent the wheel'"
Building.Dam.Description,"Su akışını önlemek için bir engel. Fakat su sızdırıyor.".,Spillway is a hole near the top that allows for the water to pass.
Building.Dam.DisplayName,Engel,
Building.Dam.FlavorDescription,"Herkesin bildiği gibi, bir uygarlığın temelleri su altında inşa edilir.",
Building.DeepMechanicalWaterPump.DisplayName,"Derin Mekanik Su Pompası",
Building.DeepWaterPump.Description,"Kunduzların içmesi için suyu pompalar ve filtreler.",
Building.DeepWaterPump.DisplayName,Derin Su Pompası,A water pump which can access deeper water than a regular pump.
Building.DeepWaterPump.FlavorDescription,"""Su, uzun kuyrukların büyüdüğü ve kunduzun bir tesisatçı olduğu, aşağıdaki topraktan geliyor." -Demir Dişler iş şarkısı","Adapted from Men at Work's famous 'Down Under' song ; Iron Teeth is a faction name, keep consistent (Faction.IronTeeth.DisplayName)"
Building.DistributionPost.Description,"Diğer bölgelere mal dağıtır",
Building.DistributionPost.DisplayName,Dağıtım Merkezi,A building which employs beavers who deliver goods to other districts.
Building.DistributionPost.FlavorDescription,"""On ikinci bölgeye biraz patates gönderin, kitleri çok verimsiz."" —Ma' Ngonel","""Hunger Games"" reference - 12th district was a poor district which Katniss Everdeen originated from."
Building.DistrictCenter.Description,"Kendi nüfusu, kaynakları ve izole bir yol ağı ile bir bölge kurar. İnşaatçı çalıştırır.",
Building.DistrictCenter.DisplayName,Bölge Merkezi,
Building.DistrictCenter.FlavorDescription.Folktails,"""Konfor, yemek ve sağlam ahşap."" —Folktails motto",The motto must be the same as in Faction.Folktails.Description
Building.DistrictCenter.FlavorDescription.IronTeeth,"""Çalış, çalış, çalış."" —Iron Teeth motto",The motto must be the same as in Faction.IronTeeth.Description
Building.DistrictGate.Description,"Bölgeleri ayır".,
Building.DistrictGate.DisplayName,"Bölge Kapısı","A gate which is placed between two districts, looks similar to Chinatown gates."
Building.DistrictGate.FlavorDescription,"Dışarı çıkmadan önce malzemelerinizi toplamalısınız.","This is an adapted famous line from Baldur's Gate (""You must gather your party before venturing forth"")."
Building.DoubleFloodgate.DisplayName,"Çift Katlı baraj",
Building.DoubleFloodgate.FlavorDescription,"Mükemmelliği nasıl geliştirirsiniz? Daha uzun yaparsın.",
Building.DoubleLodge.Description,"Daha fazla kunduzun sığabileceği daha büyük bir kulübe.",
Building.DoubleLodge.DisplayName,Dublex kulübe,This lodge fits twice as many beavers
Building.DoubleLodge.FlavorDescription,"Ne kadar çok o kadar neşeli.","This lodge fits twice as many beavers as a standard one"
Building.DoublePlatform.DisplayName,"Çift Katlı Platform",Double meaning twice as tall.
Building.DoublePlatform.FlavorDescription,"İki kat yükseklik,daha fazla sağlamlık.",
Building.DropOffPoint.Description,"Diğer bölgelerden mal tedarik eder",
Building.DropOffPoint.DisplayName,Toplama Merkezi,A small building which acts as a place where beavers from other districts can bring their goods.
Building.DropOffPoint.FlavorDescription,"""Kurabiyeler hala gelmedi mi? Hayır? Tamam, onun yerine tahtaları alacağım."" —Pina","Pina is a younger beaver figure that's exploring the world and isn't related to any faction in particular. Pina as a name relates to the pine tree, the translated name shouldn't suggest a gender if possible."
Building.Dynamite.Armed,Kontrollü Patlama!,Dynamite is set to detonate
Building.Dynamite.BeaverDeathMessage,"{0} patlama sırasında öldü.",{0} stands for beaver name
Building.Dynamite.CantDetonate,"Patlatmak içi fazla derindeyiz",Message shows if dynamite is built on the lowest level of the map
Building.Dynamite.Description,"Altındaki arazi bloğunu yok eder ve bitişik dinamitleri tetikler.",Triggers can be changed to detonates
Building.Dynamite.Detonate,Patlat,A button.
Building.Dynamite.DisplayName,Dinamit,There's a resource called Explosives so they need to have different names
Building.Dynamite.FlavorDescription,"Kıyamet sonrası dünyaya uyum sağlamak için kunduzların bazı aşırı önlemlere ihtiyacı vardı.",
Building.EfficientMine.Description,Yeraltı harabelerinden hurda metal çıkaran madencileri çalıştırır. Yenilikçi tasarım madencilik hızını en üst düzeye çıkarır.
Building.EfficientMine.DisplayName,"Verimli Maden","An extracting facility which can be placed on underground ruins."
Building.Engine.Description,"Enerji için yakıt kullanır.",
Building.Engine.DisplayName,Motor,"Not a steam engine;it might show up later as a different building"
Building.Engine.FlavorDescription,"Bu buluş ne kadar büyük olursa olsun, Demir Dişler dışındaki kunduz ulusları tarafında bir kıymık haline geldi.","Iron Teeth is one of the playable factions, with the Engine being one of their unique buildings."
Building.ExplosivesFactory.Description,"Kağıttan patlayıcı üretir.",Explosives and paper being resource names.
Building.ExplosivesFactory.DisplayName,"Patlayıcı Fabrikası",Explosives is a resource name
Building.ExplosivesFactory.FlavorDescription,"Sanki tüm yerleşimi ahşaptan inşa etmek yeterli değilmiş gibi.",
Building.Farmhouse.Description,"Eken ve hasat eden çiftçileri istihdam ediyor.",
Building.Farmhouse.DisplayName,Çiftlik Evi,,
Building.Farmhouse.FlavorDescription,"Tarım, bugün kunduz toplumunun üzerinde durduğu sütunlardan biri haline geldi.",
Building.FlameOfProgress.DisplayName,İlerleme Alevi,Name of a monument
Building.FlameOfProgress.FlavorDescription,"Çok fazla ahşap kulübe duman içinde kaldıktan sonra, kunduzlar yangın sorununu halletmek için yemin ettiler.",
Building.Floodgate.Description,"Ayarlanabilir bir yüksekliğe kadar suyu engeller.",
Building.Floodgate.DisplayName,"Baraj",
Building.Floodgate.Height,"Yükseklik: {0}",
Building.Floodgate.Synchronize,"Bitişik bent kapaklarıyla senkronize edin",
Building.Floodgate.FlavorDescription,"Ol 'Kazko il barajı yaratana kadar kimse bir barajı iyileştirebileceğinizi düşünmedi.",
Building.Forester.Description,"Ağaç ve Bitki yetiştirir.",
Building.Forester.DisplayName,"Ormancı",A building with a worker that plants trees and bushes
Building.Forester.FlavorDescription,"Cesur ve güzel ormancılar, kunduz toplumunun çekirdeğidir.","Forresters are a family of central characters in ""Bold and Beautiful"", an extremely long-running American soap opera. Feel free to adapt this flavor, do not translate that literally."
Building.GathererFlag.Description,"Böğürtlen toplayan toplayıcılar çalıştırır".,
Building.GathererFlag.FlavorDescription,"Böğürtlenleri sepete koyarak, kunduzlar yanlışlıkla lezzetli bir tatlı buldular.",
Building.GathererFlag.DisplayName,Toplayıcı Bayrağı,Flag' could also be a Post or something similar as long as it is consistent with other Flags and different from Haulers Post
Building.GearWorkshop.Description,"Tahtalardan dişliler üretir.",Gears and Planks are resources; keep consistent.
Building.GearWorkshop.DisplayName,"Dişli Atölyesi",Gear is a resource
Building.GearWorkshop.FlavorDescription,"""Sağlam ahşap dişli!"" was a catchphrase coined by Ol' Kazko as he pushed for rapid industrialization.","Metal Gear Solid is a famous Japanese video game series. Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.Grill.Description,"Izgara sebze.",
Building.Grill.DisplayName,Izgara,A place that grills
Building.Grill.FlavorDescription,"""Onları ezin, kaynatın, yapışmaz tavada ızgara yapın!"" —""500 Ways to Eat a Potato"" by Ma' Ngonel","Adapted quote from Lord of the Rings paired with a nod to an infamous Soviet-era cookbook ""500 potato dishes"". Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.Gristmill.Description,"Bitkisel maddeleri un haline getirir.","Plant matter meaning different parts of plants, such as roots or flowers."
Building.Gristmill.DisplayName,Değirmen,
Building.Gristmill.FlavorDescription,"Daha karmaşık beslenme ile birlikte çok aşamalı gıda işleme fikri geldi.",
Building.HaulingPost.Description,"Nakliyeciler, bir bölgedeki işçilere mal taşımada yardımcı olarak üretkenliklerini büyük ölçüde artırır.",
Building.HaulingPost.DisplayName,Nakliye Merkezi,Keep different from Flag buildings since the building is of a different category than flags.
Building.HaulingPost.FlavorDescription,"Kunduzların en kaslısı, bir nakliyecinin kuyruğuna basmak istemezsiniz.",
Building.IndustrialLogPile.Description,"Kütükleri saklamanın en etkili yolu.",
Building.IndustrialLogPile.DisplayName,Endüstriyel Kütük Depolama,A place to store logs in an efficient manner
Building.IndustrialLogPile.FlavorDescription,"Bir yığından daha iyi olan nedir? Daha fazla yığın.","The building is an improved, stackable variant of Building.LogPile"
Building.Inventor.DisplayName,Mucit,
Building.Inventor.FlavorDescription,"Ol' Kazko'nun mirasından ilham alan kunduz mucitleri her zaman kereste teknolojisini geliştirmeye heveslidir.","Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.IrrigationTower.Description,"Çevresini sular.",
Building.IrrigationTower.DisplayName,"Sulama Deposu",
Building.IrrigationTower.FlavorDescription,"Dünyanın üçte birinden daha azının suyla kaplı olması nedeniyle, sulama bir zorunluluk haline geldi.",The game is set on Earth turned into a dry wasteland.
Building.LaborerMonument.DisplayName,İşçi Anıtı,Name of a monument
Building.LaborerMonument.FlavorDescription,"El emeğinin yerini sanayileşmeye bırakmasından sonra bile, kunduzların çalışma anlayışı değişmedi.",
Building.LargeBarrack.DisplayName,Büyük Barınak,Barracks are cramped homes for beavers. Not related to soldiers. A bigger variant of Building.Barrack.
Building.LargeBarrack.FlavorDescription,""Gizlilik" nedir?","Barracks are very cramped so there isn't much private space."
Building.LargeMetalPlatform.DisplayName,Büyük Metal Platform,
Building.LargeMetalPlatform.FlavorDescription,"Gerçek heavy metal tutkunları için.","Heavy metal is a reference to the music genre. This building is massive and made of metal."
Building.LargeRowhouse.DisplayName,Büyük Birleşik Ev,"A rowhouse is a narrow and tall house that is connected to other homes on both sides, often built in a row. Building.Rowhouse"
Building.LargeRowhouse.FlavorDescription,"Demir Dişler yüksek bir bina kompleksi geliştirdiler.","Referencing 'complex' meaning a group of buildings as well as a psychological behaviour."
Building.LargeWarehouse.Description,"Çok miktarda mal depolar.",
Building.LargeWarehouse.DisplayName,Büyük Depo,
Building.LargeWarehouse.FlavorDescription,"İçeride o kadar çok mal varken, kuyruk sallamaya yer yok.","""No room to swing a cat"" is an English idiom, feel free to adapt."
Building.LargeWaterTank.Description,Su depolar.,
Building.LargeWaterTank.DisplayName,"Büyük Su Deposu",
Building.LargeWaterTank.FlavorDescription,"Yüzme havuzu olarak kullanılmaya çalışılan kitlerin çabalarına rağmen, bu tank endüstriyel amaçlara hizmet edecek şekilde tasarlanmıştır.",
Building.LargeWaterWheel.DisplayName,"Büyük Su Çarkı","A water wheel that's bigger than other versions."
Building.LargeWaterWheel.Description,"Daha büyük, daha verimli bir su çarkı. Yandan desteklenir.",
Building.LargeWindmill.Description,"Daha büyük pervaneler daha fazla enerji üretimine izin verir.",
Building.LargeWindmill.DisplayName,"Büyük Yel Değirmeni",Advanced windmill that can rotate
Building.LargeWindmill.FlavorDescription,"Ters rüzgardan daha iyi rüzgar yok.","Tailwind being a wind blowing from behind, a pun since beavers have tails."
Building.Levee.Description,"Suyu tamamen bloke eder.",
Building.Levee.DisplayName,Tam Engel,Different to a Dam
Building.Levee.FlavorDescription,"Dengeli, güçlendirilmiş ve nesiller boyu kunduz su mühendisleri tarafından mükemmel bir şekilde şekillendirilmiş. Bu, "sadece bir tahta blok" değil.",
Building.Lido.Description,"Nehir kenarında dinlenmek için mükemmel bir yer.",
Building.Lido.DisplayName,Yüzme Havuzu,"Lido as in a swimming pool. Built on a river bank and used to relax. Includes a swimming area and a small land area with a few lawn chairs."
Building.Lido.FlavorDescription,"""Bu gerçekten iyi bir zamanlama ama kuyruk vuruşunuz üzerinde çalışmalıyız!"" —Pina","Backstroke is a swimming style, but beavers also have tails. Pina is a younger beaver figure that's exploring the world and isn't related to any faction in particular. Pina as a name relates to the pine tree, the translated name shouldn't suggest a gender if possible."
Building.Lodge.Description,"Geceyi geçirmek için bir yer.",
Building.Lodge.DisplayName,Kulübe,Type of housing; named after the beaver lodges
Building.Lodge.FlavorDescription,"""Eski günlerde bir kulübe, tam da bu kulübeydi. Ve şimdi? Bunu bilmiyorum."" —Ma' Ngonel",
Building.LodgeMirrored.DisplayName,Kulübe (Simetrik),A symmetrical version of a Lodge with door on the other side
Building.LodgeMirrored.FlavorDescription,"lenogN 'aM— "".taht tuoba wonk t'nod I ?won dnA .egdol a ,taht tsuj saw egdol a syad nedlo eht nI""","Please use the the same flavor description as Building.Lodge.FlavorDescription but in reverse. If that is a problem in your language, use the same text as Building.Lodge.FlavorDescription."
Building.LogFence.Description,"Kütüklerden yapılmış dekoratif bir çit.",
Building.LogFence.DisplayName,"Tahta çit",
Building.LogPile.Description,Kütük depolama alanı.,Log is a resource
Building.LogPile.DisplayName,Kütük depolama,
Building.LogPile.FlavorDescription,"Ne yazık ki, kimse ne kadar odun girip çıktığına dair bir kayıt tutmuyor.","""Log"" pun — feel free to adapt."
Building.LumberjackFlag.Description,"Ağaçları kesen bir oduncu çalıştırır.",
Building.LumberjackFlag.DisplayName,"Oduncu Bayrağı",Flag' could also be a Post or something similar as long as it is consistent with other Flags and different from Haulers Post
Building.LumberjackFlag.FlavorDescription,"""Onlar oduncu ve işte böyleler, bütün gece uyurlar ve bütün gün çalışırlar!"" —Popüler kunduz şarkısı","Adapted from Monthy Python's ""Lumberjack Song"""
Building.LumberMill.Description,"Kütüklerde kalas yapılır",Planks and Logs are resources so this needs to be consistent with their name
Building.LumberMill.DisplayName,"Kereste fabrikası",
Building.LumberMill.FlavorDescription,"Ol tarafından teşvik ediliyor’ Kazko, mekanize ahşap işleme, yaşlı kunduzlar arasında çok fazla diş gıcırdatmasına neden oldu.","Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.MechanicalWaterPump.Description,"Suyu bir taraftan pompalar, diğer taraftan tahliye eder. Normal bir pompadan daha verimli.",
Building.MechanicalWaterPump.DisplayName,"Mekanik Su Pompası","A mechanically powered water pump."
Building.MetalFence.Description,"Metalden yapılmış dekoratif bir çit.",
Building.MetalFence.DisplayName,"Metal çit",
Building.MetalPlatform.Description,"Sağlam bir sütun tarafından tutulan devasa bir platform.",
Building.MetalPlatform.DisplayName,"Metal Platform",
Building.Mine.Description,"Yeraltı harabelerinden hurda metal çıkaran madencileri çalıştırır.",
Building.Mine.DisplayName,Maden,"An extracting facility which can be placed on underground ruins."
Building.Mine.FlavorDescription,"Çok açgözlülük ve çok derine dalmak diye bir şey yoktur.","The mine provides an endless supply of scrap metal. Reference to 'they delved too greedily and too deep, and disturbed that from which they fled, Durin's Bane' from LOTR"
Building.MiniLodge.Description,"Tek bir kunduzun sığabileceği küçük bir kulübe.",
Building.MiniLodge.DisplayName,Mini Kulübe,A small lodge for only one beaver
Building.MiniLodge.FlavorDescription,"Biri daha tamam,","Referencing 'Two Beavers Are Better Than One' meme-song from 'How I Met Your Mother' TV show."
Building.MechanicalWaterPump.FlavorDescription,"Kovalarla koşmaktansa akan su daha iyidir.","Running water meaning water that is moving."
Building.MudBath.Description,"Kabarcıklarla mekanik olarak aşılanmış bir çamur banyosu.",
Building.MudBath.DisplayName,"Çamur banyosu","A mud bath infused with bubbles, basically a jacuzzi but that word is too human."
Building.MudBath.FlavorDescription,"Baloncuklar nereden geliyor?","Fart joke but it's easy to see it as bubbles all appear in the middle of the bath where the visitors' tails are directed."
Building.Observatory.Description,"Kunduzlar yıldızları keşfederek yaşadıkları dünya hakkında daha fazla bilgi edinirler.","A building where beavers look into the space using telescopes"
Building.Observatory.DisplayName,"Gözlemevi","A building where beavers look into the space using telescopes"
Building.Observatory.FlavorDescription,"Kamp ateşine baktıktan sonraki mantıklı adım.",
Building.PaperMill.Description,"Verimli mekanize kağıt fabrikası.",Paper is a resource.
Building.PaperMill.DisplayName,"Kâğıt fabrikası",
Building.PaperMill.FlavorDescription,"Hurdacılar için kurutulmuş bir atıştırmalık olarak ortaya çıkan şey, sonra çabucak başka kullanımlar buldu.",
Building.Path.Description,"Binalar yollarla birbirine bağlanmalıdır.",
Building.Path.DisplayName,Yol,
Building.Path.FlavorDescription,"""Köy yolları, beni evime, ait olduğum kulübeye götür."" —Popular beaver song","Adapted from ""Take Me Home, Country Roads"" by John Denver"
Building.PlankFence.Description,"Tahtalardan yapılmış dekoratif bir çit.",
Building.PlankFence.DisplayName,"Tahta Çit",
Building.Platform.Description,"Diğer binalar için bir köprü veya temel görevi görebilecek yükseltilmiş bir platform.",
Building.Platform.DisplayName,Platform,
Building.Platform.FlavorDescription,"Kunduz platformlarının etkileyici yük taşıma kapasitesi, onları bir mühendislik şaheseri haline getirir.",
Building.PowerShaft.Description,"Güç aktarımı".,"Power being mechanical/kinetic, not electricity. Alternative name: axle."
Building.PowerShaft.FlavorDescription,"Ol' Kazko'nun büyük icatlarından biri.","Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.PowerShaftHigh.DisplayName,"Yüksek Güçlü Mil",For ease of translation could also be called an axle
Building.PowerShaftIntersection.DisplayName,"Güç Mil Kesişimi",For ease of translation could also be called an axle
Building.PowerShaftStraight.DisplayName,"Düz Güç Mili",For ease of translation could also be called an axle
Building.PowerShaftTIntersection.DisplayName,"T Güç Mili",For ease of translation could also be called an axle. A three-way junction of power shafts.
Building.PowerShaftTurn.DisplayName,"Güç Mil Dönüşü",For ease of translation could also be called an axle
Building.PowerWheel.Description,"Kunduzla çalışan bir yedek güç kaynağı.",
Building.PowerWheel.DisplayName,"Güç Çarkı",Meaning a wheel that produces power
Building.PowerWheel.FlavorDescription,"Kunduzlar, daha az gelişmiş kemirgenlerden bazı teknikleri ödünç alabileceklerini çabucak fark ettiler.",This building looks like a hamster wheel.
Building.PrintingPress.Description,"Kağıt kullanarak kitap yazdırır.",Book and Paper are resources.
Building.PrintingPress.DisplayName,"Matbaa",
Building.PrintingPress.FlavorDescription,"Genellikle, kunduzlar her sayfayı okuduktan hemen sonra tüketirler, bu nedenle iyi literatür her zaman talep görmektedir.",
Building.Roof.FlavorDescription,"Daha şık bir çatı, dostane bir mahalle rekabetini körüklemek için genellikle yeterlidir.",
Building.Roof1x1.DisplayName,Çatı 1x1,Numbers at the end denote size X by Y
Building.Roof1x2.DisplayName,Çatı 1x2,Numbers at the end denote size X by Y
Building.Roof2x2.DisplayName,Çatı 2x2,Numbers at the end denote size X by Y
Building.Roof2x3.DisplayName,Çatı 2x3,Numbers at the end denote size X by Y
Building.Roof3x2.DisplayName,Çatı 3x2,Numbers at the end denote size X by Y
Building.RooftopTerrace.Description,"Kunduzların akşamları dinlenip sosyalleşebilecekleri bir yer.",
Building.RooftopTerrace.DisplayName,Çatı terası,
Building.RooftopTerrace.FlavorDescription,"Gece boyunca konuşmak için harika bir yer ve ne manzara!",
Building.Rowhouse.Description,"Az yer kaplayan pratik, paylaşımlı konut.",
Building.Rowhouse.DisplayName,"Bitişik Evler","A rowhouse is a narrow and tall house that is connected to other homes on both sides, often built in a row."
Building.Rowhouse.FlavorDescription,"Oyuklardan daha iyi konutlar.",
Building.Ruins.Description,"Metal kaynağı.",Metal is a resource
Building.Ruins.DisplayName,"Kalıntılar",
Building.Ruins.FlavorDescription,"Arazi boyunca dağılmış, yıpranmış insan kalıntıları, kunduzlara hayal edilemez olanı sağladı - ahşaptan daha üstün bir kaynak.",
Building.Scarecrow.Description,"Kuşları korkutmak için yapılmış bir tarla dekorasyonu.",
Building.Scarecrow.DisplayName,"Korkuluk",
Building.Scarecrow.FlavorDescription,"Kendi alanlarında üstün.",
Building.ScavengerFlag.Description,"Hurdacılar harabelerden hurda metal toplar.",Metal is a resource;ruins are a building
Building.ScavengerFlag.DisplayName,"Hurdacı bayrağı",
Building.ScavengerFlag.FlavorDescription,"Geleneksel ahşap yerleşim yerlerine metal getiren hurdacılar, bazılarından saygı görürken bazıları tarafından da küçümser.",
Building.Shredder.Description,"Hurda metali parçalar ve bloklar halinde sıkıştırır.",
Building.Shredder.DisplayName,"Parçalayıcı",
Building.Shredder.FlavorDescription,"Bir insanın çöpü bir kunduzun hazinesidir.","Adapted from ""One man’s trash is another man’s treasure"""
Building.Shrine.Description,"Kunduzların doğayı düşünebileceği küçük bir tapınak.",
Building.Shrine.DisplayName,"Tapınak",
