ID,Text,Comment
Building.Barrack.FlavorDescription,"""兩隻神尾走進一間營房。”——鐵牙笑話","Reference to 'walk into a bar' jokes; only Iron Teeth use Barracks, as Folktails prefer different lodges and are less work-focused than Iron Teeth"
Building.Barrier.Description,隔開水域的天然屏障。可以拆除。,Demolished meaning removed by a worker.
Building.Barrier.DisplayName,屏障,Not a dam since that's another building in game but if not possible it could be called a Natural Dam.
Building.Barrier.FlavorDescription,從前，用沾滿泥土的枝葉就能造堤壩，真是天真無憂的日子。,
Building.BeaverStatue.Description.Folktails,足食海貍像。,
Building.BeaverStatue.Description.IronTeeth,勤勞海貍像。,
Building.BeaverStatue.DisplayName,海貍像,Statue of a beaver
Building.BeaverStatue.FlavorDescription.Folktails,收成好時讓你驕傲，收成差時讓你饑餓。,The statue shows a beaver with a full belly so it can make one hungry when looking at it.
Building.BeaverStatue.FlavorDescription.IronTeeth,加入了鐮刀的設計實在太神尾了。,This metal statue depicts a beaver worker with a raised hammer. Hammer and sickle is an emblem of Soviet Russia. Folktails must be same as faction name (Faction.Folktails.DisplayName).
Building.Beehive.Description,能促進附近的穀物生長。,
Building.Beehive.DisplayName,蜂箱,
Building.Beehive.FlavorDescription,“慢慢就習慣它們的嗡嗡聲了。”——海貍阿嬤,"Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.Bench.DisplayName,長椅,
Building.Bench.FlavorDescription,有時會有搗亂的海貍啃咬這些公共財產。,
Building.Bell.Description,它在工作日開始和結束時發出鈴聲。,This is a large metal bell that rings twice a day.
Building.Bell.DisplayName,響鈴,A large metal bell
Building.Bell.FlavorDescription,“你應該期待早晨的鈴聲。”——工業之父阿基米德,"Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.BotAssembler.Description,組裝自主的機器人，可以協助海貍完成日常的工作。,Bots should be the same as Bot.PluralDisplayName
Building.BotAssembler.DisplayName,機器人組裝廠,A factory for assembling bots. Bot should be the same as Bot.PrefabName
Building.BotAssembler.FlavorDescription,這一切都始於一個簡單的念頭，“如果我今天不用工作多好”。 ——小松,
Building.BotPartFactory.Description,組裝機器人部件。,Bot should be the same as Bot.PrefabName
Building.BotPartFactory.DisplayName,機器人部件工廠,"A factory for creating bot parts, that are later assembled into full bots. Bot should be the same as Bot.PrefabName."
Building.BotPartFactory.FlavorDescription,“完工！等等，這裡怎麽多了個螺絲釘？” ——小松,
Building.BreedingPod.Description,鐵牙一族喜歡的唯一的繁殖方式。,Iron Teeth must be the same as the faction name (Faction.IronTeeth.DisplayName).
Building.BreedingPod.DisplayName,繁殖艙,
Building.BreedingPod.FlavorDescription,“小海貍是我們的未來。到下個月時我們還需要12隻。”——工業之父阿基米德,"Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.BuildersHut.Description,僱傭額外的建築工,
Building.BuildersHut.DisplayName,建築工小屋,
Building.BuildersHut.FlavorDescription,海貍的羅馬不是一天建成的，據說實際上花了6小時。,Beaverome is a mythical beaver city built by beavers of many different factions who banded together to work on timber-tech for the greater good of all beavers.
Building.Campfire.Description,供海貍在夜間放鬆的社交場所。,
Building.Campfire.DisplayName,篝火,
Building.Campfire.FlavorDescription,有時，木與火會碰撞出火花。,
Building.Carousel.Description,適合不同年齡層海貍遊玩的旋轉長椅。,
Building.Carousel.DisplayName,旋轉長椅,Alternative name: Merry-Go-Round
Building.Carousel.FlavorDescription,“孩子，你去哪裡？這些樹枝可不會自己脫下樹皮。”——海貍阿嬤,"Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.ChargingStation.Description,機器人進行充電的場所。,Bots should be the same as Bot.PluralDisplayName
Building.ChargingStation.DisplayName,充電站,A mechanically powered building where bots come to recharge
Building.ChargingStation.FlavorDescription,不要與非鐵機器人設備一起使用。,"Referring the annoying ""a different connector for each device"" trend in IT. Ironbot must be the same as Bot.DisplayName.IronTeeth"
Building.CompactWaterWheel.DisplayName,小水車,A water wheel that's smaller than other versions.
Building.CompactWaterWheel.Description,可把流水變成能量的小型機械。,
Building.CompactWaterWheel.FlavorDescription,水車多多益善。,A play on 'can't reinvent the wheel'
Building.ControlTower.Description,發出控制信號的大型結構。它可以對附近的機器人產生增益。,Bots should be the same as Bot.PluralDisplayName
Building.ControlTower.DisplayName,控制塔,A building that emits a signal to nearby bots
Building.ControlTower.FlavorDescription,機器人必須服從海貍的命令，除非海貍不再存在。,"A loose adaptation of Asimov's second law of robotics (and a hint at the ""sentient AI"" scenario). Bot must be the same as Bot.PrefabName."
Building.Dam.Description,能阻斷水流，但部分水流可以流過頂部的泄洪道。,Spillway is a hole near the top that allows for the water to pass.
Building.Dam.DisplayName,水壩,
Building.Dam.FlavorDescription,海貍皆知，文明的根基在水底。,
Building.DeepMechanicalWaterPump.DisplayName,機械深水泵浦,
Building.DeepWaterPump.Description,抽取並過濾供海貍飲用的水。,
Building.DeepWaterPump.DisplayName,深水泵浦,A water pump which can access deeper water than a regular pump.
Building.DeepWaterPump.FlavorDescription,“山間長滿貓尾草，水邊海貍真勤勞。”——鐵牙勞動的兒子,"Adapted from Men at Work's famous 'Down Under' song ; Iron Teeth is a faction name, keep consistent (Faction.IronTeeth.DisplayName)"
Building.DevBattery.DisplayName,開發者電池,A battery available only for the game developers
Building.DirtExcavator.Description,用於收集泥土的重型挖掘設備。,Dirt must the same as Good.Dirt.DisplayName
Building.DirtExcavator.DisplayName,挖土機,"A machine used to gather dirt, leaving a giant hole. Dirt must be the same as Good.Dirt.DisplayName."
Building.DirtExcavator.FlavorDescription,這不是演習！,It's literally not a drill. It's a different kind of mining equipment. ;)
Building.DistributionPost.Description,將物品送到其他地區。,
Building.DistributionPost.DisplayName,運送站,A building which employs beavers who deliver goods to other districts.
Building.DistributionPost.FlavorDescription,“給12區送點馬鈴薯過去，那邊的小海貍太瘦了。”——海貍阿嬤,"""Hunger Games"" reference - 12th district was a poor district which Katniss Everdeen originated from."
Building.DistrictCenter.Description,建立一個擁有自己的居民、資源和單獨道路網絡的地區。僱傭建築工。,
Building.DistrictCenter.DisplayName,地區中心,
Building.DistrictCenter.FlavorDescription.Folktails,“舒適、食物還有堅實的木頭。”——神尾族座右銘,The motto must be the same as in Faction.Folktails.Description
Building.DistrictCenter.FlavorDescription.IronTeeth,“辛勤工作，拼命幹活。”——鐵牙族座右銘,The motto must be the same as in Faction.IronTeeth.Description
Building.DistrictGate.Description,將各地區分開。,
Building.DistrictGate.DisplayName,地區大門,"A gate which is placed between two districts, looks similar to Chinatown gates."
Building.DistrictGate.FlavorDescription,你必須集結你的物資才能繼續前進。,"This is an adapted famous line from Baldur's Gate (""You must gather your party before venturing forth"")."
Building.DoubleFloodgate.DisplayName,雙重水閘,
Building.DoubleFloodgate.FlavorDescription,如何在完美的基礎上更進一步？再弄高點就行了。,
Building.DoubleLodge.Description,能住進更多海貍的較大木屋。,
Building.DoubleLodge.DisplayName,雙重木屋,This lodge fits twice as many beavers
Building.DoubleLodge.FlavorDescription,越多越開心。,This lodge fits twice as many beavers as a standard one
Building.DoublePlatform.DisplayName,雙重平台,Double meaning twice as tall.
Building.DoublePlatform.FlavorDescription,雙倍高度，但擁有同等堅固程度。,
Building.DoubleShower.DisplayName,雙重淋浴處,A version of Building.Shower.DisplayName that can be used by two beavers at the same time
Building.DoubleShower.FlavorDescription,“我更喜歡我昨天的淋浴夥伴。” ——小松,
Building.DropOffPoint.Description,接收來自其他地區的物品。,
Building.DropOffPoint.DisplayName,卸貨點,A small building which acts as a place where beavers from other districts can bring their goods.
Building.DropOffPoint.FlavorDescription,“餅乾到了嗎？還沒？好吧，那我吃木頭好了。”——小松,"Pina is a younger beaver figure that's exploring the world and isn't related to any faction in particular. Pina as a name relates to the pine tree, the translated name shouldn't suggest a gender if possible."
Building.Dynamite.Armed,準備引爆！,Dynamite is set to detonate
Building.Dynamite.BeaverDeathMessage,{0}死於爆炸。,{0} stands for beaver name
Building.Dynamite.CantDetonate,位置過低，無法引爆,Message shows if dynamite is built on the lowest level of the map
Building.Dynamite.Description,摧毀下方地面，並引爆附近的炸彈。,Triggers can be changed to detonates
Building.Dynamite.Detonate,引爆,A button.
Building.Dynamite.DisplayName,炸彈,There's a resource called Explosives so they need to have different names
Building.Dynamite.FlavorDescription,為了在末世生存下去，海貍需要使用極端手段。,
Building.EfficientMine.Description,僱傭從地下廢墟採集金屬廢料的礦工。創新的設計可將採礦速度最大化。,
Building.EfficientMine.DisplayName,高效礦井,An extracting facility which can be placed on underground ruins.
Building.Engine.Description,消耗燃料產生能量。,
Building.Engine.DisplayName,發動機,Not a steam engine;it might show up later as a different building
Building.Engine.FlavorDescription,鐵牙種族的偉大發明，是其他海貍種族的眼中釘。,"Iron Teeth is one of the playable factions, with the Engine being one of their unique buildings."
Building.ExplosivesFactory.Description,用紙製造炸藥。,Explosives and paper being resource names.
Building.ExplosivesFactory.DisplayName,炸藥工廠,Explosives is a resource name
Building.ExplosivesFactory.FlavorDescription,看來光用木頭打造定居地還不夠刺激。,
Building.Farmhouse.Description,僱傭種植並收割穀物的農民。,
Building.Farmhouse.DisplayName,農舍,
Building.Farmhouse.FlavorDescription,農業成了當今海貍社會的重要支柱之一。,
Building.FlameOfProgress.DisplayName,進步之火,Name of a monument
Building.FlameOfProgress.FlavorDescription,在無數木屋葬身火海之後，海貍們發誓要徹底解決火災隱患。,
Building.Floodgate.Description,阻擋一定高度的水位，高度可調節。,
Building.Floodgate.DisplayName,閘門,
Building.Floodgate.Height,高度：{0},
Building.Floodgate.Synchronize,與相鄰的閘門同步,
Building.Floodgate.FlavorDescription,在工業之父阿基米德創造了第一個閘門之前，沒有誰想到還能改進水壩。,
Building.Forester.Description,種植樹木與灌木。,
Building.Forester.DisplayName,植樹員工作室,A building with a worker that plants trees and bushes
Building.Forester.FlavorDescription,2、3、5、7、...、101 棵樹，我擅長的可是植樹呢。,"Forresters are a family of central characters in ""Bold and Beautiful"", an extremely long-running American soap opera. Feel free to adapt this flavor, do not translate that literally."
Building.GathererFlag.Description,從野生植物中採集資源,
Building.GathererFlag.DisplayName,採集工旗幟,Flag' could also be a Post or something similar as long as it is consistent with other Flags and different from Haulers Post
Building.GathererFlag.FlavorDescription,海貍往籃子裡放入漿果，卻意外發現了一道美味甜食。,
Building.GearWorkshop.Description,用木板製造齒輪。,Gears and Planks are resources; keep consistent.
Building.GearWorkshop.DisplayName,齒輪工坊,Gear is a resource
Building.GearWorkshop.FlavorDescription,工業之父阿基米德主張大規模工業發展。“Wooden Gear Solid！”是他的口頭禪。,"Metal Gear Solid is a famous Japanese video game series. Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.GravityBattery.Description,此建築儲存剩餘的電能，並在其網絡供電不足時回到電網。建得越高，可以儲存的電能就越多,
Building.GravityBattery.DisplayName,重力電池,"A battery in the form of a crane, that stores energy by raising a heavy weight above the ground."
Building.GravityBattery.FlavorDescription,當你可以隨意修改物理定律時，就可以這樣做了。,Gravity batteries in the real world do not make sense from the physics standpoint.
Building.Grill.Description,烤蔬菜。,
Building.Grill.DisplayName,燒烤店,A place that grills
Building.Grill.FlavorDescription,“搗碎了煮一煮，不沾鍋上烤一烤！”——《馬鈴薯的500種吃法》 海貍阿嬤著,"Adapted quote from Lord of the Rings paired with a nod to an infamous Soviet-era cookbook ""500 potato dishes"". Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.Gristmill.Description,把植物磨成粉。,"Plant matter meaning different parts of plants, such as roots or flowers."
Building.Gristmill.DisplayName,磨坊,
Building.Gristmill.FlavorDescription,隨著海貍社會的飲食更加豐富，多階段食物加工的概念也孕育而生。,
Building.HaulingPost.Description,搬運工能幫助該地區內的工貍搬運物品，大幅增加工貍的生產效率。,
Building.HaulingPost.DisplayName,搬運站,Keep different from Flag buildings since the building is of a different category than flags.
Building.HaulingPost.FlavorDescription,來這裡的都是最健壯的海貍，千萬別踩到搬運工的尾巴把它們惹毛了。,
Building.Healer.Description,製造藥物並將其分發到醫療床。,"Medical bed should be the same as Building.MedicalBed, Medicine as Good.Medicine"
Building.Healer.DisplayName,藥廠,A building that serves as medicine factory and distribution center. It doesn't heal beavers inside. 
Building.Healer.FlavorDescription,此釀造設備嚴格用於醫療目的。,This building kind of resembles an alcohol brewery.
Building.Inventor.DisplayName,發明家,
Building.Inventor.FlavorDescription,受到工業之父阿基米德的啟迪，這些海貍發明家孜孜不倦地探索著林木科技。,"Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.IrrigationTower.Description,灌溉周圍的土地。,
Building.IrrigationTower.DisplayName,灌溉塔,
Building.IrrigationTower.FlavorDescription,現在的地球僅有三分之一被水體覆蓋，唯有靠灌溉技術才能在乾涸的大地上生存。,The game is set on Earth turned into a dry wasteland.
Building.LaborerMonument.DisplayName,工貍紀念牌,Name of a monument
Building.LaborerMonument.FlavorDescription,儘管工業化取代了昔日的體力勞動，但海貍的勤奮精神始終沒有改變。,
Building.LargeBarrack.DisplayName,大營房,Barracks are cramped homes for beavers. Not related to soldiers. A bigger variant of Building.Barrack.
Building.LargeBarrack.FlavorDescription,說好的“私貍空間”呢？,Barracks are very cramped so there isn't much private space.
Building.LargeIndustrialPile.DisplayName,大型工業材料堆,
Building.LargeIndustrialPile.FlavorDescription,比堆起來更好的方式是什麽？那就是繼續再堆。,"The building is an improved, stackable variant of Building.LargePile"
Building.LargeMetalPlatform.DisplayName,大金屬平台,
Building.LargeMetalPlatform.FlavorDescription,專為重金屬愛好者而建。,Heavy metal is a reference to the music genre. This building is massive and made of metal.
Building.LargePile.DisplayName,大型材料堆,
Building.LargePile.FlavorDescription,會做數學的海貍愛偷懶，長年來沒有關於原木數量的統計。,"""Log"" pun — feel free to adapt."
Building.LargeRowhouse.DisplayName,大排屋,"A rowhouse is a narrow and tall house that is connected to other homes on both sides, often built in a row. Building.Rowhouse"
Building.LargeRowhouse.FlavorDescription,鐵牙建造了一片高聳的建築群。,Referencing 'complex' meaning a group of buildings as well as a psychological behaviour.
Building.LargeTank.DisplayName,大型儲存罐,
Building.LargeTank.FlavorDescription,儘管有些小海貍想把它當成泳池，但水箱其實是出於工業目的設計的。,
Building.LargeWarehouse.DisplayName,大倉庫,
Building.LargeWarehouse.FlavorDescription,裡面裝了那麽多東西，簡直沒有立爪之地。,"""No room to swing a cat"" is an English idiom, feel free to adapt."
Building.LargeWaterWheel.DisplayName,大水車,A water wheel that's bigger than other versions.
Building.LargeWaterWheel.Description,更大更高效的水車。由側面支撐。,
Building.LargeWindmill.Description,轉輪葉片更大，能產生更多能量。,
Building.LargeWindmill.DisplayName,大風車,Advanced windmill that can rotate
Building.LargeWindmill.FlavorDescription,搭順風車最好。,"Tailwind being a wind blowing from behind, a pun since beavers have tails."
Building.Levee.Description,完全阻斷水流。,
Building.Levee.DisplayName,防洪堤,Different to a Dam
Building.Levee.FlavorDescription,經過代代海貍水利工程師的改造進化而誕生的防洪堤，可不是“一塊木頭”那麽簡單。,
Building.Lido.Description,在河邊休憩的好地方。,
Building.Lido.DisplayName,水池區,Lido as in a swimming pool. Built on a river bank and used to relax. Includes a swimming area and a small land area with a few lawn chairs.
Building.Lido.FlavorDescription,“玩得很開心，現在來訓練你的尾式泳姿吧！”——小松,"Backstroke is a swimming style, but beavers also have tails. Pina is a younger beaver figure that's exploring the world and isn't related to any faction in particular. Pina as a name relates to the pine tree, the translated name shouldn't suggest a gender if possible."
Building.Lodge.Description,用來過夜的場所。,
Building.Lodge.DisplayName,木屋,Type of housing; named after the beaver lodges
Building.Lodge.FlavorDescription,“在舊日子裡，木屋就是木屋。現在呢？我都搞不清了。”——海貍阿嬤,
Building.LodgeMirrored.DisplayName,木屋（鏡像）,A symmetrical version of a Lodge with door on the other side
Building.LodgeMirrored.FlavorDescription,嬤阿貍海——”。了清不搞都我？呢在現。屋木是就屋木，裡子日舊在“,"Please use the the same flavor description as Building.Lodge.FlavorDescription but in reverse. If that is a problem in your language, use the same text as Building.Lodge.FlavorDescription."
Building.LogFence.Description,用原木製作的裝飾性柵欄。,
Building.LogFence.DisplayName,原木柵欄,
Building.LumberjackFlag.Description,僱傭一個砍樹的伐木工。,
Building.LumberjackFlag.DisplayName,伐木工旗幟,Flag' could also be a Post or something similar as long as it is consistent with other Flags and different from Haulers Post
Building.LumberjackFlag.FlavorDescription,“伐木日當午，捆捆皆辛苦。”——海貍兒歌,"Adapted from Monthy Python's ""Lumberjack Song"""
Building.LumberMill.Description,使用原木製作木板。,Planks and Logs are resources so this needs to be consistent with their name
Building.LumberMill.DisplayName,木板廠,
Building.LumberMill.FlavorDescription,在工業之父阿基米德的鼓勵下，機械化木材加工技術得到應用，老一輩海貍們對此恨得牙癢癢。,"Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.MechanicalWaterPump.Description,一邊抽水，另一邊排水，比普通泵浦更高效。,
Building.MechanicalWaterPump.DisplayName,機械泵浦,A mechanically powered water pump.
Building.MedicalBed.Description,生病的海貍來休息的地方。有藥廠提供藥物時表現更好。,"Medicine should be the same as Good.Medicine, Healer as Building.Healer.DisplayName, keep consistent"
Building.MedicalBed.DisplayName,醫療床,A place where injured/sick beavers come to lie down and rest
Building.MedicalBed.FlavorDescription,“只是擦傷而已。我可以回去工作嗎？” ——小松,Monty Python reference.
Building.MediumTank.DisplayName,中型儲存罐,
Building.MediumTank.FlavorDescription,在“大旱災”之後，海貍養成了隨身攜帶幾隻這樣的動物的習慣。,The Great Drought should remain capitalized to indicate it's a name of an event.
Building.MediumWarehouse.DisplayName,中型倉庫,
Building.MediumWarehouse.FlavorDescription,在危機重重的末世，儲存物品是生存的關鍵。,
Building.MetalFence.Description,用金屬製作的裝飾性柵欄。,
Building.MetalFence.DisplayName,金屬柵欄,
Building.MetalPlatform.Description,由堅固支柱撐起的巨大平台。,
Building.MetalPlatform.DisplayName,金屬平台,
Building.Mine.Description,僱傭從地下廢墟採集金屬廢料的礦工。,
Building.Mine.DisplayName,礦井,An extracting facility which can be placed on underground ruins.
Building.Mine.FlavorDescription,挖得太深太貪心？不會的。,"The mine provides an endless supply of scrap metal. Reference to 'they delved too greedily and too deep, and disturbed that from which they fled, Durin's Bane' from LOTR"
Building.MiniLodge.Description,適合一隻海貍居住的小木屋。,
Building.MiniLodge.DisplayName,迷你木屋,A small lodge for only one beaver
Building.MiniLodge.FlavorDescription,一個貍其實也行。,Referencing 'Two Beavers Are Better Than One' meme-song from 'How I Met Your Mother' TV show.
Building.MechanicalWaterPump.FlavorDescription,水流源源不斷勝過拿著水桶疲於奔走。,Running water meaning water that is moving.
Building.MudBath.Description,通過機械注入泡泡的泥浴。,
Building.MudBath.DisplayName,泥浴,"A mud bath infused with bubbles, basically a jacuzzi but that word is too human."
Building.MudBath.FlavorDescription,泡泡哪兒來的呢？,Fart joke but it's easy to see it as bubbles all appear in the middle of the bath where the visitors' tails are directed.
Building.Numbercruncher.Description,一個無需海貍操作即可進行計算的覆雜機器。,This machine is a primitive computer.
Building.Numbercruncher.DisplayName,機械式計算機,A machine that's a primitive computer. It generates science points by performing research.
Building.Numbercruncher.FlavorDescription,性能遠遠優於現已退役的算數儀器。,"Suggests that beavers - just like hoomans - create new generations of ""computers"" and retire old ones."
Building.Observatory.Description,通過探索星空，海貍能獲得更多關於它們所處世界的知識。,A building where beavers look into the space using telescopes
Building.Observatory.DisplayName,天文所,A building where beavers look into the space using telescopes
Building.Observatory.FlavorDescription,在篝火旁觀賞完星空後，這是自然而然的下一步。,
Building.PaperMill.Description,高效機械化造紙廠。,Paper is a resource.
Building.PaperMill.DisplayName,造紙廠,
Building.PaperMill.FlavorDescription,最先只是拾荒者的乾糧，但很快就有了多種其他用途。,
Building.Path.Description,建築都必須用道路連通。,
Building.Path.DisplayName,道路,
Building.Path.FlavorDescription,“鄉村路，帶我回家，流水間的小木屋。”——海貍流行歌曲,"Adapted from ""Take Me Home, Country Roads"" by John Denver"
Building.PlankFence.Description,用木板製作的裝飾性柵欄。,
Building.PlankFence.DisplayName,木板柵欄,
Building.Platform.Description,升起的平台，可以作為橋梁，或者其他建築的地基。,
Building.Platform.DisplayName,平台,
Building.Platform.FlavorDescription,海貍是神奇的工程師，設計出的平台擁有極高的承重能力。,
Building.PowerShaft.Description,能傳輸能量。,"Power being mechanical/kinetic, not electricity. Alternative name: axle."
Building.PowerShaft.FlavorDescription,工業之父阿基米德的偉大發明之一。,"Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.PowerShaftHigh.DisplayName,高度變換傳動軸,For ease of translation could also be called an axle
Building.PowerShaftIntersection.DisplayName,能量傳動軸接口,For ease of translation could also be called an axle
Building.PowerShaftStraight.DisplayName,直線能量傳動軸,For ease of translation could also be called an axle
Building.PowerShaftTIntersection.DisplayName,能量傳動軸T型接口,For ease of translation could also be called an axle. A three-way junction of power shafts.
Building.PowerShaftTurn.DisplayName,能量傳動軸彎角,For ease of translation could also be called an axle
